dice;-;0.6798776551812135;0.8578002588352186
cosine;-;1.1029120599023963;0.7380808501417516
lcs;-;1.1888170784132115;0.9064854298052436
levenshtein;-;1.1114864166018343;0.8687975603466717
dice;30;0.5983464523970478;1.020588541125091
cosine;30;1.1005960421586367;0.6697088290353871
lcs;30;1.1834971430254253;0.8666421703963388
levenshtein;30;1.105292688264246;0.8438057759744255
dice;50;0.6798776551812135;0.8578002588352186
cosine;50;1.1134247618074518;0.7456408430024788
lcs;50;1.187179091284583;0.9064323081712747
levenshtein;50;1.1060830147628742;0.8689852400749398
